City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
126,Conceicao Das Alagoas,BR,2020-02-19 04:44:17,-19.91,-48.39,71.6,88,75,6.93
127,Karlstad,SE,2020-02-19 04:44:17,59.38,13.5,36.0,93,0,9.17
128,Sangar,RU,2020-02-19 04:44:17,63.92,127.47,-15.29,94,66,1.97
129,Camapua,BR,2020-02-19 04:44:18,-19.53,-54.04,73.08,89,100,4.07
130,Hithadhoo,MV,2020-02-19 04:44:18,-0.6,73.08,83.34,78,9,13.09
131,Kjopsvik,NO,2020-02-19 04:44:18,68.1,16.37,25.0,92,73,13.87
132,Payson,US,2020-02-19 04:44:18,40.04,-111.73,30.2,86,1,4.7
133,Bridlington,GB,2020-02-19 04:44:18,54.08,-0.19,39.99,71,13,14.99
134,Khandyga,RU,2020-02-19 04:44:19,62.67,135.6,-8.75,92,98,1.77
135,Collie,AU,2020-02-19 04:44:19,-33.37,116.15,93.0,18,35,5.26
136,Todos Santos,MX,2020-02-19 04:44:19,23.45,-110.22,71.6,56,5,3.36
137,Lasa,IT,2020-02-19 04:44:19,46.62,10.7,36.0,62,5,4.7
138,Novorzhev,RU,2020-02-19 04:44:20,57.03,29.33,36.28,85,78,11.23
139,Ust-Omchug,RU,2020-02-19 04:44:20,61.15,149.63,-10.44,95,78,5.61
140,Te Anau,NZ,2020-02-19 04:44:20,-45.42,167.72,58.01,71,67,4.79
141,Lekoni,GA,2020-02-19 04:44:20,-1.58,14.26,73.85,79,100,6.51
142,Costinesti,RO,2020-02-19 04:44:20,43.95,28.63,46.4,87,75,6.93
143,Puerto El Triunfo,SV,2020-02-19 04:44:21,13.28,-88.55,75.2,78,93,2.24
144,Forrest City,US,2020-02-19 04:44:21,35.01,-90.79,42.8,81,100,12.75
145,Nurota,UZ,2020-02-19 04:44:21,40.56,65.69,30.2,68,0,18.34
146,Havelock,US,2020-02-19 04:44:21,34.88,-76.9,60.01,87,75,7.94
147,Port Alfred,ZA,2020-02-19 04:44:22,-33.59,26.89,74.35,77,11,20.13
148,Tame,CO,2020-02-19 04:44:22,6.46,-71.73,76.82,73,14,5.39
149,Ilheus,BR,2020-02-19 04:43:44,-14.79,-39.05,80.6,88,40,1.12
150,Arenzano,IT,2020-02-19 04:44:22,44.41,8.68,51.01,81,0,1.12
151,Qaqortoq,GL,2020-02-19 04:44:22,60.72,-46.03,14.0,51,17,1.12
152,Adoni,IN,2020-02-19 04:44:23,15.63,77.28,86.13,27,76,8.52
153,Castro,BR,2020-02-19 04:44:23,-24.79,-50.01,65.62,98,100,0.63
154,Kapaa,US,2020-02-19 04:44:23,22.08,-159.32,78.8,83,75,24.16
155,Mitsamiouli,KM,2020-02-19 04:44:23,-11.38,43.28,80.6,83,20,5.82
156,Kasongo-Lunda,CD,2020-02-19 04:44:23,-6.47,16.82,69.26,97,100,1.16
157,Quthing,LS,2020-02-19 04:44:24,-30.4,27.7,63.09,74,0,2.46
158,Jinchang,CN,2020-02-19 04:44:24,38.5,102.17,36.03,21,13,6.58
159,Kalmunai,LK,2020-02-19 04:44:24,7.42,81.82,79.27,71,11,12.84
160,Ostrovnoy,RU,2020-02-19 04:44:24,68.05,39.51,15.01,97,100,3.85
161,Palmer,US,2020-02-19 04:40:04,42.16,-72.33,37.0,86,90,2.86
162,Majene,ID,2020-02-19 04:44:25,-3.54,118.97,88.02,57,88,9.33
163,Lagoa,PT,2020-02-19 04:44:25,39.05,-27.98,61.21,80,56,16.51
164,Leningradskiy,RU,2020-02-19 04:44:25,69.38,178.42,-19.08,93,60,13.8
165,Victoria,HK,2020-02-19 04:43:49,22.29,114.16,71.01,39,20,11.41
166,Beringovskiy,RU,2020-02-19 04:44:26,63.05,179.32,-10.79,82,90,15.55
167,Matias Olimpio,BR,2020-02-19 04:44:26,-3.72,-42.56,73.72,98,100,2.15
168,Wasilla,US,2020-02-19 04:44:26,61.58,-149.44,33.01,100,90,1.57
169,Warkworth,NZ,2020-02-19 04:44:26,-36.4,174.67,80.01,69,36,16.11
170,Bud,US,2020-02-19 04:44:26,39.45,-86.18,32.0,80,1,6.93
171,Ambilobe,MG,2020-02-19 04:44:27,-13.2,49.05,83.84,81,58,1.81
172,Shelburne,CA,2020-02-19 04:44:27,44.08,-80.2,28.99,68,90,13.87
173,Tiksi,RU,2020-02-19 04:44:27,71.69,128.87,-4.13,87,100,7.74
174,Solnechnyy,RU,2020-02-19 04:44:27,50.72,136.63,9.3,93,98,4.27
175,Aleksandrov Gay,RU,2020-02-19 04:44:27,50.15,48.57,35.01,96,100,14.88
176,Cairns,AU,2020-02-19 04:42:04,-16.92,145.77,90.0,66,90,9.17
177,Augusto Correa,BR,2020-02-19 04:44:28,-1.02,-46.63,76.28,95,98,7.16
178,Seoul,KR,2020-02-19 04:43:45,37.57,126.98,41.0,44,1,4.7
179,Verkhnevilyuysk,RU,2020-02-19 04:44:29,63.45,120.32,-0.4,93,72,4.29
180,Muravlenko,RU,2020-02-19 04:44:29,63.79,74.52,30.45,92,100,16.64
181,Saint George,US,2020-02-19 04:44:29,37.1,-113.58,46.4,39,1,8.05
182,Bulgan,MN,2020-02-19 04:44:29,48.81,103.53,15.71,72,95,1.19
183,Arraial Do Cabo,BR,2020-02-19 04:44:30,-22.97,-42.03,77.0,94,20,14.99
184,Aguas Vermelhas,BR,2020-02-19 04:44:30,-15.75,-41.46,60.94,99,11,1.36
185,Saldanha,ZA,2020-02-19 04:44:30,-33.01,17.94,66.2,72,0,2.24
186,Shirvan,AZ,2020-02-19 04:44:30,39.95,48.9,44.01,71,22,6.33
187,Ngunguru,NZ,2020-02-19 04:44:31,-35.62,174.5,70.0,76,37,9.95
188,Saint-Philippe,RE,2020-02-19 04:44:31,-21.36,55.77,82.4,58,5,6.93
189,Omsukchan,RU,2020-02-19 04:44:31,62.53,155.8,-26.0,100,100,4.38
190,Caorle,IT,2020-02-19 04:44:31,45.6,12.88,48.99,80,20,5.82
191,Faanui,PF,2020-02-19 04:44:31,-16.48,-151.75,82.74,77,100,14.43
192,Altay,CN,2020-02-19 04:41:23,47.87,88.12,5.45,95,99,3.83
193,Snezhnogorsk,RU,2020-02-19 04:44:32,69.19,33.25,5.0,84,20,3.85
194,Pisco,PE,2020-02-19 04:44:32,-13.7,-76.22,75.99,73,75,3.36
195,Derzhavinsk,KZ,2020-02-19 04:44:32,51.1,66.32,24.06,92,100,27.38
196,Canon City,US,2020-02-19 04:44:33,38.44,-105.24,30.2,92,90,2.91
197,Sibolga,ID,2020-02-19 04:44:33,1.74,98.78,90.37,45,14,4.29
198,Merauke,ID,2020-02-19 04:44:33,-8.47,140.33,89.35,62,48,9.4
199,Esperance,AU,2020-02-19 04:44:33,-33.87,121.9,77.0,38,100,9.17
200,Luderitz,NA,2020-02-19 04:44:34,-26.65,15.16,63.34,96,70,10.78
201,Borgarnes,IS,2020-02-19 04:44:34,64.54,-21.92,28.4,79,20,4.7
202,Port Hawkesbury,CA,2020-02-19 04:44:34,45.62,-61.35,28.0,86,90,18.34
203,Yatou,CN,2020-02-19 04:44:34,37.15,122.38,46.0,46,91,13.82
204,Ponta Do Sol,PT,2020-02-19 04:44:34,32.67,-17.1,60.8,59,75,18.34
205,Saint-Ambroise,CA,2020-02-19 04:44:35,48.55,-71.33,32.0,85,90,9.17
206,Husavik,IS,2020-02-19 04:44:35,66.04,-17.34,24.8,92,20,10.54
207,Touros,BR,2020-02-19 04:44:35,-5.2,-35.46,78.8,88,40,2.24
208,Beloha,MG,2020-02-19 04:44:35,-25.17,45.05,87.53,54,72,5.14
209,Nuuk,GL,2020-02-19 04:43:29,64.18,-51.72,12.2,72,100,13.87
210,Strezhevoy,RU,2020-02-19 04:44:36,60.73,77.59,28.4,92,90,8.95
211,Lakes Entrance,AU,2020-02-19 04:44:36,-37.88,147.98,68.0,78,100,3.0
212,Deputatskiy,RU,2020-02-19 04:44:37,69.3,139.9,-12.95,93,85,3.69
213,Comodoro Rivadavia,AR,2020-02-19 04:42:34,-45.87,-67.5,60.8,44,96,11.41
214,Norman Wells,CA,2020-02-19 04:44:37,65.28,-126.83,-2.2,70,75,5.82
215,Hofn,IS,2020-02-19 04:44:37,64.25,-15.21,40.17,80,100,23.91
216,Nautla,MX,2020-02-19 04:44:37,20.22,-96.78,67.77,95,0,1.68
217,Cidreira,BR,2020-02-19 04:44:38,-30.18,-50.21,76.01,84,99,12.12
218,Grindavik,IS,2020-02-19 04:44:38,63.84,-22.43,30.2,80,40,9.17
219,Paragominas,BR,2020-02-19 04:44:38,-2.97,-47.48,73.65,99,100,3.29
220,Alekseyevsk,RU,2020-02-19 04:44:38,57.84,108.35,12.69,84,95,2.35
221,Mamaku,NZ,2020-02-19 04:44:39,-38.1,176.08,81.0,64,50,8.01
222,Havoysund,NO,2020-02-19 04:44:39,71.0,24.66,24.8,68,75,17.22
223,Ratnagiri,IN,2020-02-19 04:44:39,16.98,73.3,100.0,20,0,2.68
224,Naryan-Mar,RU,2020-02-19 04:44:39,67.67,53.09,18.61,94,81,8.79
225,Ilulissat,GL,2020-02-19 04:44:39,69.22,-51.1,3.2,65,100,5.82
226,Grand-Santi,GF,2020-02-19 04:44:40,4.25,-54.38,70.3,90,41,3.6
227,Sao Jose Da Coroa Grande,BR,2020-02-19 04:44:40,-8.9,-35.15,80.96,74,41,12.33
228,Tocopilla,CL,2020-02-19 04:44:40,-22.09,-70.2,62.42,62,35,1.5
229,Talnakh,RU,2020-02-19 04:44:40,69.49,88.4,12.2,78,40,33.55
230,Hurricane,US,2020-02-19 04:44:40,37.18,-113.29,46.4,39,1,8.05
231,Matara,LK,2020-02-19 04:44:41,5.95,80.54,89.55,37,1,5.66
232,Mae Hong Son,TH,2020-02-19 04:44:41,19.3,97.97,80.6,51,0,2.24
233,Roald,NO,2020-02-19 04:44:41,62.58,6.13,39.2,86,65,11.41
234,Isangel,VU,2020-02-19 04:44:41,-19.55,169.27,87.8,66,75,9.17
235,Tacuarembo,UY,2020-02-19 04:44:41,-31.73,-55.98,60.17,77,76,2.82
236,Dwarka,IN,2020-02-19 04:44:42,22.24,68.97,75.45,64,62,5.75
237,South Venice,US,2020-02-19 04:44:42,27.05,-82.42,77.0,88,90,3.24
238,Dudinka,RU,2020-02-19 04:44:42,69.41,86.18,12.2,78,40,33.55
239,Gao,ML,2020-02-19 04:43:27,16.64,1.64,65.39,15,0,12.88
240,San Juan,AR,2020-02-19 04:44:43,-31.54,-68.54,71.71,32,0,0.94
241,Muisne,EC,2020-02-19 04:44:43,0.6,-80.03,77.2,94,54,3.94
242,Vaitape,PF,2020-02-19 04:44:43,-16.52,-151.75,82.74,77,100,14.43
243,Galesong,ID,2020-02-19 04:44:44,-5.32,119.37,78.8,94,20,6.93
244,Indian Head,US,2020-02-19 04:44:44,38.6,-77.16,54.0,100,90,3.36
245,Broken Hill,AU,2020-02-19 04:44:44,-31.95,141.43,73.4,35,0,16.11
246,Conde,BR,2020-02-19 04:44:44,-7.26,-34.91,78.8,88,20,3.36
247,Oranjemund,NA,2020-02-19 04:44:45,-28.55,16.43,65.55,80,1,2.98
248,Airai,TL,2020-02-19 04:44:45,-8.93,125.41,76.82,81,69,2.98
249,Lusambo,CD,2020-02-19 04:44:45,-4.97,23.45,72.97,86,96,1.45
250,Cayenne,GF,2020-02-19 04:44:45,4.93,-52.33,80.6,74,75,10.29
251,Pangnirtung,CA,2020-02-19 04:44:45,66.15,-65.71,-30.26,96,100,2.51
252,Puerto Leguizamo,CO,2020-02-19 04:44:45,-0.19,-74.78,73.92,97,63,1.43
253,Teguise,ES,2020-02-19 04:44:46,29.06,-13.56,64.4,72,90,18.34
254,Xilopolis,GR,2020-02-19 04:44:46,40.93,23.18,50.0,93,19,2.24
255,Kushnarenkovo,RU,2020-02-19 04:44:46,55.1,55.35,35.6,97,90,15.66
256,Safakulevo,RU,2020-02-19 04:44:46,54.99,62.54,32.68,85,100,13.6
257,Chapais,CA,2020-02-19 04:44:46,49.78,-74.85,10.4,85,75,5.82
258,Palencia,ES,2020-02-19 04:44:47,42.42,-4.5,35.01,91,0,2.95
259,Le Vauclin,MQ,2020-02-19 04:44:47,14.55,-60.84,78.8,78,90,6.93
260,Saskylakh,RU,2020-02-19 04:44:47,71.92,114.08,-8.05,83,0,8.16
261,Alyangula,AU,2020-02-19 04:44:47,-13.85,136.42,87.8,66,74,4.7
262,Santa Fe,AR,2020-02-19 04:44:48,-31.63,-60.7,63.52,45,0,1.86
263,Prince Rupert,CA,2020-02-19 04:44:48,54.32,-130.32,35.6,73,1,9.17
264,Tuensang,IN,2020-02-19 04:44:48,26.28,94.83,65.26,67,5,3.69
265,Hastings,GB,2020-02-19 04:44:48,50.86,0.57,39.2,86,24,11.41
266,Mount Gambier,AU,2020-02-19 04:44:49,-37.83,140.77,64.4,55,90,17.22
267,Manta,EC,2020-02-19 04:44:49,-0.95,-80.73,80.6,78,90,6.93
268,Balabac,PH,2020-02-19 04:44:50,7.99,117.06,83.82,68,43,19.89
269,Rocha,UY,2020-02-19 04:43:26,-34.48,-54.33,63.81,87,75,6.44
270,Zavyalovo,RU,2020-02-19 04:44:51,54.51,82.45,19.4,79,90,15.66
271,Niimi,JP,2020-02-19 04:44:51,34.98,133.47,51.01,42,75,4.7
272,Riyadh,SA,2020-02-19 04:43:43,24.69,46.72,64.4,34,42,5.82
273,Kadoma,JP,2020-02-19 04:44:51,34.73,135.58,54.0,41,75,8.05
274,Ozark,US,2020-02-19 04:44:51,37.02,-93.21,34.0,69,1,5.82
275,Damara,CF,2020-02-19 04:44:51,4.96,18.7,77.0,88,68,1.74
276,Lazaro Cardenas,MX,2020-02-19 04:44:52,17.96,-102.2,70.59,76,0,3.06
277,Paramonga,PE,2020-02-19 04:44:52,-10.67,-77.83,70.7,91,100,9.62
278,Palauig,PH,2020-02-19 04:44:52,15.44,119.9,81.52,48,0,8.52
279,Huallanca,PE,2020-02-19 04:44:52,-9.9,-76.94,37.02,97,55,5.06
280,Lavrentiya,RU,2020-02-19 04:44:48,65.58,-171.0,-4.7,81,100,6.85
281,Grand-Lahou,CI,2020-02-19 04:44:53,5.14,-5.02,81.82,81,0,11.54
282,Fairbanks,US,2020-02-19 04:44:17,64.84,-147.72,21.99,85,1,2.82
283,Torbay,CA,2020-02-19 04:44:53,47.67,-52.73,15.01,72,40,11.41
284,Kholodnyy,RU,2020-02-19 04:44:53,62.72,147.95,-9.11,94,100,4.29
285,Kimbe,PG,2020-02-19 04:44:53,-5.55,150.14,80.94,83,96,5.66
286,Arcata,US,2020-02-19 04:44:54,40.87,-124.08,42.01,86,1,3.4
287,Kajaani,FI,2020-02-19 04:44:54,64.17,27.67,33.8,86,90,11.41
288,Gangtok,IN,2020-02-19 04:44:54,27.33,88.62,54.72,49,17,6.71
289,Srednekolymsk,RU,2020-02-19 04:44:54,67.45,153.68,-16.11,100,84,4.09
290,Villanueva De La Serena,ES,2020-02-19 04:44:55,38.98,-5.8,45.0,83,0,1.01
291,Okhotsk,RU,2020-02-19 04:44:55,59.38,143.3,1.36,81,9,6.4
292,Hambantota,LK,2020-02-19 04:44:55,6.12,81.12,78.8,78,5,6.93
293,Banjar,ID,2020-02-19 04:44:55,-8.19,114.97,87.8,74,20,12.75
294,Visby,SE,2020-02-19 04:44:55,57.64,18.3,41.0,80,60,17.22
295,Aykhal,RU,2020-02-19 04:44:55,66.0,111.5,5.0,84,88,6.71
296,Umm Kaddadah,SD,2020-02-19 04:44:56,13.6,26.69,66.83,27,0,16.82
297,Fort-Shevchenko,KZ,2020-02-19 04:44:56,44.51,50.26,40.51,70,0,34.09
298,Maungaturoto,NZ,2020-02-19 04:44:56,-36.1,174.37,78.01,69,74,5.99
299,Hope,US,2020-02-19 04:44:56,33.67,-93.59,46.0,93,90,13.87
300,Vastseliina,EE,2020-02-19 04:44:56,57.73,27.29,39.2,84,99,11.18
301,Sangod,IN,2020-02-19 04:44:57,24.92,76.28,85.37,11,44,11.48
302,Tilichiki,RU,2020-02-19 04:44:57,60.47,166.1,-12.82,92,89,8.99
303,Kununurra,AU,2020-02-19 04:44:57,-15.77,128.73,95.0,44,73,8.05
